Common Name,Len,Faculty,Len2,Number,Len3,Course Title,Len4,Schedule,Len5,Lecture Hours,Len6,Lab Hours,Len7,Weight,Len8,Description,Len9,Prerequisites,Len10,Corequisites,Len11,Restrictions,Len12,Equates,Len13,Departments,Len14,Offerings,Len15,External Course Codes,Len16,Total
POLS*2150,9,POLS,4,2150,4,Gender and Politics,19,W,1,3,1,0,1,0.5,3,"This course introduces students to competing approaches to gender and politics. Students will examine the interrelationship of gender, politics and the state, focusing on its implications for political mobilization, representation and participation, public policy, global gender issues in international relations, and cultural and regional differences in gender politics. The course provides the student with the conceptual and analytical tools for upper-year courses on politics in general and on gender, sexuality and politics in particular. ",544,,0,,0,,0,,0,Department of Political Science,31,,0,,0,617
POLS*2200,9,POLS,4,2200,4,International Relations,23,F,1,3,1,0,1,0.5,3,"An introduction to basic theories and concepts in the study of international relations, including an analysis of power, national interest, security, survival, nationalism, sovereignty, decision-making, interdependence, integration, and transnationalism. ",254,,0,,0,,0,,0,Department of Political Science,31,,0,,0,331
POLS*2230,9,POLS,4,2230,4,Public Policy,13,"F,W",3,3,1,0,1,0.5,3,"The course introduces students to public policy, including the differences between applied and explanatory policy analyses, within the larger context of politics and government. Case studies of different policy areas are used to illustrate the challenges of developing, implementing, and explaining policy in various (and often interrelated) contexts from the local to the global. ",381,2.00 credits,12,,0,,0,,0,Department of Political Science,31,Also offered through Distance Education format.,47,,0,509
POLS*2250,9,POLS,4,2250,4,Public Administration and Governance,36,W,1,3,1,0,1,0.5,3,"The course explores, from both practical and theoretical perspectives, planning and implementation of programs and services through government departments and agencies and “alternative” processes and structures, sometimes involving non-governmental actors. The course critically evaluates the changing role of bureaucracy; financial and human resource management; and the evolving concepts of responsibility and accountability. ",432,2.00 credits,12,,0,,0,,0,Department of Political Science,31,Also offered through Distance Education format.,47,,0,581
POLS*2300,9,POLS,4,2300,4,Canadian Government and Politics,32,"F,W",3,3,1,0,1,0.5,3,"This course explores the core institutions of Canadian government, including parliamentary government, federalism, the Charter of Rights and Freedoms and electoral systems. How these institutions shape and are shaped by political parties and social forces, as well as current issues like Quebec nationalism, identity politics and Aboriginal governance, are covered. ",366,,0,,0,,0,,0,Department of Political Science,31,Also offered through Distance Education format.,47,,0,501
POLS*2350,9,POLS,4,2350,4,Law from a Political Science Perspective,40,F,1,3,1,0,1,0.5,3,"This course will consider law as both the output of political action and as the structure in which political action occurs. It will introduce students to core legal concepts, explore the impact of law on private and public actors, and help students develop legal research skills. ",280,2.00 credits,12,,0,,0,,0,Department of Political Science,31,,0,,0,386
POLS*2650,9,POLS,4,2650,4,Political Inquiry and Research Methods,38,F,1,3,1,0,1,0.5,3,"This course offers an introduction to the principles of inquiry in political science. Students will study the crucial components of research and engage subjects such as theorization, research ethics, conceptualization, operationalization, research design, case selection, and both quantitative and qualitative methods of data collection. ",338,4.00 credits including POLS*1150,32,,0,POLS*3180,9,,0,Department of Political Science,31,,0,,0,471
POLS*3000,9,POLS,4,3000,4,Politics of Africa,18,U,1,3,1,0,1,0.5,3,Africa in the 20th Century has been the scene of rapid political and economic change. This course analyzes African politics in the light of contemporary problems of development and modernization. ,196,"1 of IDEV*2000, POLS*2080, POLS*2100",36,,0,,0,,0,Department of Political Science,31,,0,,0,304
POLS*3050,9,POLS,4,3050,4,Canadian Campaigns & Elections,30,W,1,3,1,0,1,0.5,3,"This course provides an introduction to the electoral process in Canada. It will explore factors that explain citizens’ vote choices and the strategies used by candidates and their campaigns to win these votes. The course integrates literature on the electoral system, campaign financing, political parties, political communication, and voting behaviour. ",357,POLS*1400 or POLS*2300,22,,0,,0,,0,Department of Political Science,31,,0,,0,463
POLS*3060,9,POLS,4,3060,4,Politics of the Middle East and North Africa,44,U,1,3,1,0,1,0.5,3,"Students will examine the political dynamics of selected states and societies (e.g. Egypt, Syria, Saudi Arabia, Iran, Israel, Jordan and Algeria) in the Middle East and North Africa (MENA). Issues to be covered: the impact of early Middle Eastern/North African history upon today's politics; class structures in the MENA countries and their impact on politics; the rise of Arab nationalism; Zionism; the politics of oil; the status of women; the political impact of economic restructuring; Islamic movements; state-building; and political liberalization and democratization in the Middle East and North Africa. ",611,"1 of IDEV*2000, POLS*2080, POLS*2100",36,,0,,0,,0,Department of Political Science,31,,0,,0,745
POLS*3080,9,POLS,4,3080,4,Politics of Latin America,25,U,1,3,1,0,1,0.5,3,"An exploration of Latin American politics from a multidimensional perspective. It analyzes the interaction among contemporary political structures, ideologies and processes in the context of socio-economic change. ",214,"1 of IDEV*2000, POLS*2080, POLS*2100",36,,0,,0,,0,Department of Political Science,31,,0,,0,329
POLS*3130,9,POLS,4,3130,4,"Law, Politics and Judicial Process",34,U,1,3,1,0,1,0.5,3,"This course emphasizes the study of the judicial system as a branch of government and highlights the interaction between the judiciary, law, the political process and public policy. Issues such as judicial selection and Charter of Rights decisions by courts will be explored. Comparisons with the judicial process in other countries will supplement the focus on the Canadian judicial process. ",393,"1 of POLS*2350, POLS*2250, POLS*2300",36,,0,,0,,0,Department of Political Science,31,,0,,0,517
POLS*3140,9,POLS,4,3140,4,Canadian Charter of Rights and Freedoms,39,W,1,3,1,0,1,0.5,3,"This course examines the legal and political effects of the Canadian Charter of Rights and Freedoms. Issues to be examined may include the Charter’s influence on Canadian political culture and identity, interest groups and social movements, the power of the courts, and public policy. Analysis of specific Charter sections and judicial decisions along with comparisons to other countries will be used to aid the analysis. ",424,POLS*2300 or POLS*2350,22,,0,,0,,0,Department of Political Science,31,,0,,0,539
POLS*3160,9,POLS,4,3160,4,Global Gender Justice,21,F,1,3,1,0,1,0.5,3,"This course will introduce students to theories and concepts of gender justice and women's political empowerment in the Global South, the Global North, and across borders. It will also examine selected topics and cases such as political representation, gender and culture, religion, nationalism, gender and disability, household authority, and reproductive rights. ",365,POLS*2080 or POLS*2100,22,,0,,0,,0,Department of Political Science,31,,0,,0,462
POLS*3210,9,POLS,4,3210,4,The Constitution and Canadian Federalism,40,"S,W",3,3,1,0,1,0.5,3,"Canada's constitution and its federal system lie at the heart of the ongoing crisis facing the Canadian Confederation. This course examines the major features of our constitutional development, how the current system of intergovernmental relations has evolved, and the challenges posed by Canada's cultural diversity, pressures for decentralisation, and the maintenance of national sovereignty. ",395,HIST*2600 or POLS*2300,22,,0,,0,,0,Department of Political Science,31,Also offered through Distance Education format.,47,,0,560
POLS*3230,9,POLS,4,3230,4,Modern Political Thought,24,W,1,3,1,0,1,0.5,3,"This course explores the impact of modern science and technology, and its impact on the western tradition of justice from the seventeenth century to the twentieth century. It will explore this theme in writers such as Thomas Hobbes, Jonathan Swift, J-J Rousseau, Edmund Burke, Friedrich Nietzsche and George Grant. The exact selection of thinkers will vary from year to year and students are advised to check the course outline. ",429,POLS*2000 or POLS*3280,22,,0,POLS*3021,9,,0,Department of Political Science,31,,0,,0,538
POLS*3250,9,POLS,4,3250,4,Public Policy: Challenges and Prospects,39,F,1,3,1,0,1,0.5,3,"This course covers the dominant theories that explain the origins and character of public policy in Canada, and other countries. The focus will be on both governmental and nongovernmental actors. ",196,POLS*2230 or POLS*2250,22,,0,,0,,0,Department of Political Science,31,,0,,0,311
POLS*3270,9,POLS,4,3270,4,Local Government in Ontario,27,U,1,3,1,0,1,0.5,3,"Municipal governments are major spenders of public funds in Canada, and are also the level of government closest to the people. In this course, students will examine the major problems confronting urban government in Ontario. ",226,7.50 credits,12,,0,,0,,0,Department of Political Science,31,,0,,0,319
POLS*3300,9,POLS,4,3300,4,Governing Criminal Justice,26,U,1,3,1,0,1,0.5,3,"The course provides an overview of the policy process and outcomes of the Canadian criminal justice system. Particular emphasis is placed on examining, using various public policy and public management perspectives, the practices and interactions of governmental agencies within the system, such as police agencies and boards, departments of Justice, Solicitor-General, corrections and parole agencies, courts and the legal profession. ",436,"1 of POLS*2350, POLS*2250, POLS*2300",36,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,157,,0,Department of Political Science,31,Also offered through Distance Education format.,47,,0,756
POLS*3320,9,POLS,4,3320,4,Politics of Aid & Development,29,F,1,3,1,0,1,0.5,3,"This course examines the motivations and mechanisms by which industrialized states have designed and implemented foreign aid programs and policy, primarily since the end of the Second World War. Particular emphasis will be placed on the role of multilateral, bilateral and nongovernmental organizations in the delivery of development assistance and humanitarian relief. ",370,IDEV*2000 or POLS*2080,22,,0,,0,,0,Department of Political Science,31,,0,,0,475
POLS*3370,9,POLS,4,3370,4,Environmental Politics and Governance,37,"S,F",3,3,1,0,1,0.5,3,"This course examines environmental politics and governance in Canada as well as in comparative and international contexts. This is accomplished by surveying how various political, legal, administrative, and private-public actors and processes influence the development and implementation of environmental policy. ",313,7.50 credits,12,,0,,0,,0,Department of Political Science,31,Also offered through Distance Education format.,47,,0,465
POLS*3410,9,POLS,4,3410,4,U.S. Politics and Government,28,U,1,3,1,0,1,0.5,3,This course involves a treatment of the basic principles and institutions of national government and politics in the United States as well as the making and execution of public policy at the national and state levels. ,218,POLS*2100 or POLS*2300,22,,0,,0,,0,Department of Political Science,31,,0,,0,322
POLS*3440,9,POLS,4,3440,4,"Corruption, Scandal and Political Ethics",40,U,1,3,1,0,1,0.5,3,"This course will introduce students to the phenomenon of political corruption and the study of its incidence. Attention will be paid to historical examples, contemporary scandals, and analytical articles, dealing with the nature, causes and effects, and proposed cures of political corruption, and the ethical dilemmas inherent in political life. ",347,5.00 credits,12,,0,,0,,0,Department of Political Science,31,Also offered through Distance Education format.,47,,0,500
POLS*3450,9,POLS,4,3450,4,European Governments and Politics,33,F,1,3,1,0,1,0.5,3,"Europe has forged a new form of political organization, the European Union, in addition to its variety of national democratic forms. This course offers a comparative examination of selected national governments, as well as an exploration of this new supra-national organization. ",279,"4.00 credits including 1 of EURO*1050, POLS*2100, POLS*2200",59,,0,,0,,0,Department of Political Science,31,,0,,0,425
POLS*3470,9,POLS,4,3470,4,Business-Government Relations in Canada,39,U,1,3,1,0,1,0.5,3,"The public and private sectors in Canada have become more and more interrelated in recent years as evidenced by tax and expenditure policies, the role of regulation and public enterprise, and the increasing emphasis on consultation and co-ordination. This course examines the evolving relationship between governments and the private sector in Canada, including business (both large and small), organized labour, specific sectors such as agriculture and consumer affairs and voluntary organizations. ",500,POLS*1400 or POLS*2250,22,,0,,0,,0,Department of Political Science,31,,0,,0,615
POLS*3490,9,POLS,4,3490,4,Conflict and Conflict Resolution,32,F,1,3,1,0,1,0.5,3,"This course will examine the growing body of literature which considers violent conflict and its management. Materials are organized to reflect the trajectory of many contemporary conflicts: from explanations for violence, to identifying conditions and means to resolve conflict and, finally, to post-conflict governance. ",322,"1 of POLS*1500, POLS*2100, POLS*2200",36,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,157,,0,Department of Political Science,31,,0,,0,601
POLS*3650,9,POLS,4,3650,4,Quantitative Methods of Data Analysis,37,W,1,3,1,0,1,0.5,3,"This course examines quantitative research methods of data analysis used in political science. Students learn how to apply basic descriptive and inferential statistical procedures to research political problems and test hypotheses. In lab, students will acquire the skills to perform data analysis ",298,"1 of POLS*2650, POLS*3180, SOAN*2120",36,,0,"Registration in Criminal Justice & Public Policy or Political Science (major, minor or area of concentration) or International",126,,0,Department of Political Science,31,,0,,0,551
POLS*3670,9,POLS,4,3670,4,Comparative Public Policy ,26,F,1,3,1,0,1,0.5,3,"This course examines the political factors that shape the policymaking process. Using the major theoretical perspectives, the course compares public policies in different countries. Empirically, the focus is on a variety of pressing issues that societies currently face. ",271,"1 of POLS*2080, POLS*2100, POLS*2230",36,,0,,0,,0,Department of Political Science,31,,0,,0,387
POLS*3710,9,POLS,4,3710,4,Politics and Sexuality,22,U,1,3,1,0,1,0.5,3,Sexuality is treated as a subject for political theory from a number of critical and interdisciplinary perspectives. The course examines the relationship between sexuality and politics by analyzing the dynamics of power in the context of sexuality. ,249,POLS*2000 or PHIL*2060,22,,0,,0,,0,Department of Political Science,31,,0,,0,347
POLS*3790,9,POLS,4,3790,4,International Political Economy,31,W,1,3,1,0,1,0.5,3,"This course examines major features of the contemporary international political economy, treating major theories and concepts within this approach to international relations (hegemony, globalization, interdependence, world systems theory, etc.) and focusing on the operation of key international institutions and regimes (i.e. communications, trade and transport policy). ",372,"1 of IDEV*2000, IDEV*2010, IDEV*2500, POLS*2080, POLS*2100, POLS*2200",69,,0,,0,,0,Department of Political Science,31,,0,,0,526
POLS*3850,9,POLS,4,3850,4,Experiential Learning in Political Science,42,U,1,3,1,0,1,0.5,3,"This course allows students to reflect upon their involvement in some form of politically related activity, including simulations, volunteer programs, or internship work with government or non-government organizations. The student must find a faculty member from the Department of Political Science willing to act as a supervisor for the course. See the Political Science website for the learning contract and other requirements that must be completed in advance of registering for this course. ",495,"Minimum of 10.00 credits, 2.00 of which must be in Political Science.",69,,0,Approval of the experience and evaluation criteria by the Undergraduate Committee of the Department of Political Science. Instructor consent required.,150,,0,Department of Political Science,31,,0,,0,810
POLS*3890,9,POLS,4,3890,4,Government and Politics of India,32,W,1,3,1,0,1,0.5,3,"The course is designed to provide a survey of the history, society, culture, politics, government, bureaucracy and foreign relations of India. ",143,"1 of POLS*2080, POLS*2100, POLS*2200",36,,0,,0,,0,Department of Political Science,31,,0,,0,265
POLS*3920,9,POLS,4,3920,4,Politics of China,17,F,1,3,1,0,1,0.5,3,"This course is a detailed study of the political history of modern China and its current politics. The main objective is to assess the extent to which the Chinese Communist Party has fulfilled its mandate, which is to build a sovereign and united China as well as to modernize the country within a socialist framework. ",319,"1 of POLS*2080, POLS*2100, POLS*2200",36,,0,,0,,0,Department of Political Science,31,,0,,0,426
POLS*3960,9,POLS,4,3960,4,Selected Topics in Political Science,36,"S,F,W",5,3,1,0,1,0.5,3,"Readings and research in selected areas of the discipline not covered by regular course offerings. Students present a proposal and seek approval from a member of the department in the semester previous to enrolment in this course. The method of course presentation, emphasis, and evaluation are at the discretion of the instructor. ",332,1.50 credits at the 3000 level in Political Science or equivalent,65,,0,Instructor consent required.,28,,0,Department of Political Science,31,,0,,0,519
POLS*4030,9,POLS,4,4030,4,Contemporary Political Theory,29,U,1,3,1,0,1,0.5,3,This course provides an analysis of selected theories and political issues discussed by prominent 20th-Century thinkers. These contemporary works will be examined as part of the long tradition of political discourse dating back to the classical period. ,253,POLS*2000 and at least 1.00 credits at the 3000 level in the Political Thought stream.,86,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,157,,0,Department of Political Science,31,,0,,0,579
POLS*4050,9,POLS,4,4050,4,Advanced Topics in Law and Politics,35,U,1,3,1,0,1,1,1,This course explores advanced topics in law and politics depending on the interests of the instructor. Potential topics include investigating the law and politics of social change or analyzing debates about the political power of courts in Canada or in comparative perspectives. ,279,"POLS*3130, (0.50 credits at the 3000-level in the Law, Policy and Governance stream or the Comparative Politics stream).",120,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,157,,0,Department of Political Science,31,,0,,0,643
POLS*4060,9,POLS,4,4060,4,Advanced Topics Lecture in Law and Politics,43,"F,W",3,3,1,0,1,0.5,3,"This advanced lecture course explores topics in law and politics. Specific topics vary depending on the interests of the instructor. Potential topics include the relationship between law and social change, human rights, the relationship between law and power, judicial decision-making, and the relationship between law, class, gender, race, and sexuality. ",356,"1 of POLS*2350, POLS*3130, POLS*3140, POLS*3300",47,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,157,,0,Department of Political Science,31,,0,,0,659
POLS*4070,9,POLS,4,4070,4,Courts and Parliament,21,"F,W",3,3,1,0,1,1,1,"The course critically examines the complex relationship between the judiciary and representative institutions. By comparing the treatment of current political controversies (assisted suicide, prostitution, drug treatment), students will better appreciate the often-subtle exchanges between the two institutions and further enhance their research abilities in regards to both legal and legislative processes. ",408,"1 of POLS*2350, POLS*3130, POLS*3300",36,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,157,,0,Department of Political Science,31,,0,,0,676
POLS*4100,9,POLS,4,4100,4,"Women, Justice and Public Policy",32,U,1,3,1,0,1,1,1,"This course will use gender-based analysis in examining a series of justice and public policy issues affecting the lives of women, including equality rights, pay and employment equity, domestic violence, sexual assault, family policy, health care policy, and pornography. How do current policies that developed out of neoliberalism influence the lives of women in different ways than men? How can/should they be changed to recognize the different life experiences of women as distinguished from men? The primary focus of the topics covered in this course will be Canadian, although the experiences in other countries will be covered, particularly as it relates to ""best practices,"" where appropriate. ",701,"2 of POLS*2250, POLS*2300, POLS*3250 and 1.00 credits in the Public Policy, Governance and Law or Canadian Politics.",116,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,157,,0,Department of Political Science,31,,0,,0,1058
POLS*4140,9,POLS,4,4140,4,Conceptions of Canada,21,W,1,3,1,0,1,1,1,"This course will explore evolving conceptions of Canadian identity and nationalism through consideration of political culture, institutions and constitutional arrangements. Possible topics include: multiculturalism, Aboriginal identity and community, Quebec nationalism, social citizenship, rights and representation, as well as Canada’s global role and significance. ",370,POLS*2300 and 1.00 credits at the 3000 level in the Canadian Politics stream.,77,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,157,,0,Department of Political Science,31,,0,,0,677
POLS*4150,9,POLS,4,4150,4,Advanced Lecture in Conceptions of Canada,41,W,1,3,1,0,1,0.5,3,"This advanced lecture course will explore evolving conceptions of Canadian identity and nationalism through a consideration of political culture, institutions, and constitutional arrangements. Possible topics include: multiculturalism, Aboriginal identity and community, Quebec nationalism, social citizenship, rights and representation, as well as Canada's global role and significance. ",388,"POLS*2300, (2 of HIST*3160, POLS*3050, POLS*3210, POLS*3270, POLS*3470)",71,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,157,,0,Department of Political Science,31,,0,,0,711
POLS*4160,9,POLS,4,4160,4,Multi-Level Governance in Canada,32,U,1,3,1,0,1,1,1,"This course considers the evolving relationship among levels of government in Canada. The growth of cities, the growth of policy responsibilities of provinces, the influence of international organizations, and the development of First Nations government in Canada all challenge the conventional study of federal-provincial relations in Canada. From year to year, this course examines one or several of these contemporary dynamics. ",431,POLS*2300 and 1.00 credits at the 3000 level in the Canadian Politics stream.,77,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,157,,0,Department of Political Science,31,,0,,0,749
POLS*4200,9,POLS,4,4200,4,International Political Economy,31,U,1,3,1,0,1,1,1,"The course relies on theoretical approaches in IPE to examine relationships between politics and economics across national and regional levels. The evolution of the global political economy and its governance structures is explored, as well as contemporary debates about globalization and state and non-state actors’ responses. Issue-areas may include: money and power, technology, trade, development and the environment. ",424,"(1 of POLS*2080, POLS*2100, POLS*2200); and at least 1.00 credits at the 3000 level in the International Relations and Global Studies stream.",141,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,157,,0,Department of Political Science,31,,0,,0,805
POLS*4250,9,POLS,4,4250,4,Topics in Public Management,27,W,1,3,1,0,1,1,1,"This course will examine various topics related to governance, such as public management reform, public sector leadership, third sector organizations or budgeting and human resources. ",184,"POLS*2250 and 1.00 credits at the 3000 level in the Public Policy, Governance and Law stream or the Canadian Politics stream.",125,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,157,,0,Department of Political Science,31,,0,,0,545
POLS*4260,9,POLS,4,4260,4,Topics in Public Policy,23,U,1,3,1,0,1,1,1,This course will examine various public policy issues such as social policy or health care policy in a Canadian or comparative context. ,136,"(2 of POLS*2250, POLS*2300, POLS*3250), 1.00 credits in the Public Policy, Governance and Law stream or the Canadian Politics stream.",133,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,157,,0,Department of Political Science,31,,0,,0,501
POLS*4270,9,POLS,4,4270,4,Advanced Lecture in Public Management,37,F,1,3,1,0,1,0.5,3,"This advanced lecture course examines various topics related to governance, such as public management reform, public sector leadership, third sector organizations, or budgeting and human resources. ",198,"POLS*2250, (2 of HIST*3160, POLS*3050, POLS*3130, POLS*3210, POLS*3250, POLS*3270, POLS*3300, POLS*3370, POLS*3440, POLS*3470, POLS*3670)",137,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,157,,0,Department of Political Science,31,,0,,0,583
POLS*4280,9,POLS,4,4280,4,Advanced Lecture in Public Policy,33,W,1,3,1,0,1,0.5,3,"The advanced lecture course will examine various public policy issues, such as social policy, health care policy, evnironmental policy, or economic policy in a Canadian or comparative context. ",193,"(2 of POLS*2250, POLS*2300, POLS*3250), (2 of HIST*3160, POLS*3050, POLS*3130, POLS*3210, POLS*3270, POLS*3300, POLS*3370, POLS*3440, POLS*3470, POLS*3670)",155,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,157,,0,Department of Political Science,31,,0,,0,592
POLS*4300,9,POLS,4,4300,4,"Human Rights, Ethics, and Development",37,W,1,3,1,0,1,1,1,"This course will examine the political and ethical consequences of adopting a human rights framework in national and international contexts by both state and non-state actors. This subject will be explored from a range of historical, theoretical and practical perspectives. ",274,"(1 of POLS*2080, POLS*2100, POLS*2200), 1.00 credits at the 3000 level in Political Science.",92,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,157,,0,Department of Political Science,31,,0,,0,612
POLS*4310,9,POLS,4,4310,4,"Advanced Lecture in Women, Justice and Public Policy",52,"F,W",3,3,1,0,1,0.5,3,"This advanced lecture course will use gender-based analysis in examining a series of justice and public policy issues affecting the lives of women, including equality rights, pay and employment equity, domestic violence, sexual assault, family policy, health care policy and pornography. The primary focus of the topics covered in the course will be Canadian, although the experiences of women in other countries will be covered, particularly as it relates to ""best practices"" where appropriate. ",496,"(2 of POLS*2250, POLS*2300, POLS*2350, POLS*3250), (2 of HIST*3160, POLS*3050, POLS*3130, POLS*3210, POLS*3270,POLS*3300, POLS*3370, POLS*3440, POLS*3470, POLS*3670)",165,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,157,,0,Department of Political Science,31,,0,,0,926
POLS*4320,9,POLS,4,4320,4,"Advanced Lecture on Human Rights, Ethics and Development",56,F,1,3,1,0,1,0.5,3,"This advanced lecture course examines the political and ethical consequences of adopting a human rights framework in national and international contexts by both state and non-state actors. This subject will be explored from a range of historical, theoretical and practical perspectives. ",287,"(1 of POLS*2080, POLS*2100, POLS*2200), 1.00 credits at the 3000 level in Political Science.",92,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,157,,0,Department of Political Science,31,,0,,0,646
POLS*4340,9,POLS,4,4340,4,"Nationalism, State-building and Identity",40,U,1,3,1,0,1,1,1,The course examines the role of nationalism in contemporary politics. Nationalism as such is understood as a major political force in state-building. Its impact on both global and national politics is assessed in relation to other forms of identity-based politics. ,265,"(1 of POLS*2000, POLS*2100, POLS*2200), (0.50 credits at the 3000 level in the Comparative Politics stream or 0.50 credits at the 3000 level in the International",161,,0,,0,,0,Department of Political Science,31,,0,,0,518
POLS*4710,9,POLS,4,4710,4,Topics in Comparative Politics,30,U,1,3,1,0,1,1,1,This course considers theories and problems in comparative politics and government in developing and industrialized countries. The geographical and theoretical focus of the course will reflect the interests of the instructor. ,226,(POLS*2080 or POLS*2100) and 1.00 credits at the 3000 level in the Comparative Politics stream.,95,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,157,,0,Department of Political Science,31,,0,,0,560
POLS*4720,9,POLS,4,4720,4,Topics in International Relations,33,U,1,3,1,0,1,1,1,This course considers theories and problems in the field of International Relations. The theoretical and/or geographical focus of the course will reflect the interests of the instructor. ,187,POLS*2200 and 1.00 credits at the 3000 level in the International Relations and Global Studies stream.,102,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,157,,0,Department of Political Science,31,,0,,0,531
POLS*4730,9,POLS,4,4730,4,International Relations of the Middle East,42,W,1,3,1,0,1,1,1,"This course is designed as an advanced introduction to the international relations of the Middle East. The course focuses on theories of international relations and their applicability to specific case studies of Middle Eastern politics. The course provides a critical examination of conflicts in the region, and contextualizes those conflicts within both realist and neo-realist theories of international relations. The course also provides a critical examination of the Arab-Israeli crisis, with a focus on peace negotiations. The course is offered as a seminar, with a heavy emphasis on class participation. Students participate in a simulation of an Arab-Israeli peace negotiation. ",686,"POLS*2200, (1.00 credit at the 3000 level in the Comparative Politics and/or International Relations and Global Studies streams)",128,,0,POLS*4910,9,,0,Department of Political Science,31,,0,,0,917
POLS*4740,9,POLS,4,4740,4,Advanced Topics in Rights and Liberties,39,F,1,3,1,0,1,1,1,"The course explores rights and liberties from various perspectives depending on the interests of the instructor. Potential topics include exploring the political, social, and legal factors and theories that explain the development of rights and liberties; rights and liberties in a comparative and international context; or the philosophical and policy debates surrounding rights and liberties. ",395,"(POLS*3130 or POLS*3210) and at least 1.00 credits at the 3000 level in the Public Policy, Governance and Law stream.",117,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,157,,0,Department of Political Science,31,,0,,0,760
POLS*4760,9,POLS,4,4760,4,Advanced Lecture in Comparative Politics,40,W,1,3,1,0,1,0.5,3,This advanced lecture course examines theories and problems in comparative politics and government ind developing and industrialized countries. The geographical and theoretical focus of the course will vary depending on the interests of the instructor. ,253,"(POLS*2080 or POLS*2100), (2 of POLS*3000, POLS*3060, POLS*3080, POLS*3160, POLS*3320, POLS*3410, POLS*3440, POLS*3450, POLS*3670, POLS*3890, POLS*3920)",152,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,157,,0,Department of Political Science,31,,0,,0,656
POLS*4770,9,POLS,4,4770,4,Advanced Lecture in International Relations,43,F,1,3,1,0,1,0.5,3,This advanced lecture course considers theories and problems in the field of International Relations. The theoretical and/or geographical focus will reflect the interests of the instructor. ,190,"POLS*2200, (2 of POLS*3160, POLS*3320, POLS*3490, POLS*3790)",60,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,157,,0,Department of Political Science,31,,0,,0,504
POLS*4780,9,POLS,4,4780,4,Advanced Lecture in Rights and Liberties,40,"F,W",3,3,1,0,1,0.5,3,"This lecture course explores rights and liberties from various perspectives depending on the interests of the instructor. Potential topics include exploring the political, social, and legal factors and theories that explain the development of rights and liberties; rights and liberties in a comparative and international context; or the philosophical and policy debates surrounding rights and liberties. ",404,"POLS*2350, (1 of POLS*3130, POLS*3210, POLS*3300, POLS*3140)",60,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,157,,0,Department of Political Science,31,,0,,0,717
POLS*4900,9,POLS,4,4900,4,Special Topics Seminar in Political Science,43,"S,F,W",5,3,1,0,1,1,1,This seminar-based course explores a current issue in Political Science. Topics will vary from year to year and will reflect the research and teaching interests of the faculty member directing the course. Information on the topic of the current offering can be found on the departmental website. ,296,"14.00 credits, including 1.00 credits in Political Science at the 3000 level.",77,,0,,0,,0,Department of Political Science,31,,0,,0,472
POLS*4910,9,POLS,4,4910,4,Selected Topics in Political Science II,39,"S,F,W",5,3,1,0,1,0.5,3,"This course provides for independent reading and research in selected areas of the discipline not covered by regular course offerings. Prior to enrollment in the course, approval must be obtained from a member of the department willing to supervise the research. Students should approach potential supervisors with a proposal for readings and research, which may include reflection and expansion on a subject matter addressed in previous course assignments. ",458,1.50 credits at the 3000 level in Political Science or equivalent,65,,0,Instructor consent required.,28,,0,Department of Political Science,31,,0,,0,648
